Q9M3K7	Spinacia oleracea	Viridiplantae	101	False	1
Q9S752	Arabidopsis thaliana	Viridiplantae	388	False	1
O13803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	601	False	1
Q867X0	Caenorhabditis elegans	Metazoa	781	False	1
Q9UGC7	Homo sapiens	Metazoa	380	False	1
A0A161CFW5	Trypanosoma brucei brucei	Other	305	False	1
Q8BZ97	Mus musculus	Metazoa	688	False	1
Q9JIR4	Rattus norvegicus	Metazoa	1615	False	1
P05423	Homo sapiens	Metazoa	398	False	1
Q867Z4	Drosophila melanogaster	Metazoa	970	False	1
P32266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	True	1
P24846	Triticum aestivum	Viridiplantae	388	False	1
Q12050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	791	False	1
P60602	Homo sapiens	Metazoa	79	True	1
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	1
O47027	Chlamydomonas reinhardtii	Viridiplantae	570	False	1
Q9FLY0	Arabidopsis thaliana	Viridiplantae	325	False	1
O14362	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504	False	1
Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False	1
Q7KRI2	Drosophila melanogaster	Metazoa	127	False	1
Q4VC44	Homo sapiens	Metazoa	716	False	1
Q91YI6	Mus musculus	Metazoa	484	False	1
Q6ZNL6	Homo sapiens	Metazoa	1462	False	1
P23542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	418	False	1
P15796	Caenorhabditis elegans	Metazoa	191	False	1
F4JHA2	Arabidopsis thaliana	Viridiplantae	884	False	1
Q9P2H5	Homo sapiens	Metazoa	1018	False	1
P82403	Spinacia oleracea	Viridiplantae	211	False	1
A0A163UT06	Caenorhabditis elegans	Metazoa	277	False	1
Q9FJK3	Arabidopsis thaliana	Viridiplantae	321	False	1
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	4367	False	1
Q6PIU2	Homo sapiens	Metazoa	408	True	1
Q9Y252	Homo sapiens	Metazoa	685	False	1
Q8VYR5	Arabidopsis thaliana	Viridiplantae	444	False	1
Q7SB95	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	117	False	1
Q9UBD5	Homo sapiens	Metazoa	711	False	1
P83267	Hydrolagus colliei	Metazoa	48	False	1
Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678	False	1
Q969F2	Homo sapiens	Metazoa	451	False	1
P17106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	351	False	1
P53064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	558	False	1
G5EG51	Caenorhabditis elegans	Metazoa	1270	False	1
Q90257	Danio rerio	Metazoa	270	False	1
O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False	1
Q8L6Z4	Arabidopsis thaliana	Viridiplantae	430	False	1
P39927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425	False	1
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412	False	1
P41348	Spinacia oleracea	Viridiplantae	144	False	1
M0R7Z9	Rattus norvegicus	Metazoa	475	False	1
Q8GUL2	Arabidopsis thaliana	Viridiplantae	958	False	1
P10109	Homo sapiens	Metazoa	184	False	1
M0R3Q7	Rattus norvegicus	Metazoa	905	False	1
Q5JPI9	Homo sapiens	Metazoa	291	False	1
O88484	Rattus norvegicus	Metazoa	530	False	1
Q95T12	Drosophila melanogaster	Metazoa	194	True	1
Q91XB0	Mus musculus	Metazoa	314	False	1
Q8VZS3	Arabidopsis thaliana	Viridiplantae	354	False	1
Q9UUB6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False	1
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False	1
Q9UBF8	Homo sapiens	Metazoa	816	False	1
Q9VLP7	Drosophila melanogaster	Metazoa	397	False	1
Q00723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242	False	1
Q09260	Caenorhabditis elegans	Metazoa	490	False	1
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568	False	1
Q9JK24	Mus musculus	Metazoa	453	False	1
Q9FMS5	Arabidopsis thaliana	Viridiplantae	672	False	1
Q9UT48	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357	False	1
Q8WVC0	Homo sapiens	Metazoa	666	False	1
Q4VAE3	Mus musculus	Metazoa	234	False	1
Q9UBK9	Homo sapiens	Metazoa	157	False	1
Q3KNY0	Mus musculus	Metazoa	2849	False	1
O23661	Arabidopsis thaliana	Viridiplantae	608	False	1
Q96LI5	Homo sapiens	Metazoa	555	False	1
Q9JHI9	Mus musculus	Metazoa	570	True	1
P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	563	False	1
P49791	Rattus norvegicus	Metazoa	1468	False	1
Q11120	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	False	1
Q92574	Homo sapiens	Metazoa	1164	False	1
P22138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1203	False	1
P07272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	False	1
Q95ZL9	Caenorhabditis elegans	Metazoa	152	False	1
Q96JX3	Homo sapiens	Metazoa	654	True	1
Q12904	Homo sapiens	Metazoa	312	False	1
P28074	Homo sapiens	Metazoa	263	False	1
Q0WUY1	Arabidopsis thaliana	Viridiplantae	534	False	1
Q5TGZ0	Homo sapiens	Metazoa	78	True	1
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714	False	1
P40038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False	1
Q9XTB5	Caenorhabditis elegans	Metazoa	500	False	1
P38877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False	1
Q86YA3	Homo sapiens	Metazoa	2104	False	1
Q08963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False	1
Q8K136	Mus musculus	Metazoa	229	False	1
Q6W5P4	Homo sapiens	Metazoa	371	True	1
Q8IVS2	Homo sapiens	Metazoa	390	False	1
Q9W1H4	Drosophila melanogaster	Metazoa	747	False	1
Q8NFV4	Homo sapiens	Metazoa	306	False	1
Q6PJW8	Homo sapiens	Metazoa	725	False	1
G5ED47	Caenorhabditis elegans	Metazoa	413	False	1
Q9LDC0	Arabidopsis thaliana	Viridiplantae	365	False	1
Q9W2H9	Drosophila melanogaster	Metazoa	541	False	1
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	1
P40486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	False	1
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310	False	1
P46947	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266	False	1
Q9NAD6	Caenorhabditis elegans	Metazoa	706	False	1
Q08213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	1
Q923W1	Mus musculus	Metazoa	853	False	1
O74309	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	807	False	1
Q12056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156	False	1
P43122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	407	False	1
P25618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	953	True	1
Q53FT3	Homo sapiens	Metazoa	197	False	1
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False	1
Q7SA88	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	439	False	1
Q9BW27	Homo sapiens	Metazoa	656	False	1
O22773	Arabidopsis thaliana	Viridiplantae	216	False	1
Q9BY12	Homo sapiens	Metazoa	1400	False	1
Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703	False	1
P62942	Homo sapiens	Metazoa	108	False	1
Q96247	Arabidopsis thaliana	Viridiplantae	485	True	1
O95989	Homo sapiens	Metazoa	172	False	1
Q9VB62	Drosophila melanogaster	Metazoa	609	False	1
Q95RA8	Drosophila melanogaster	Metazoa	219	False	1
